id,surface_name,surface_group,surface_kind,syntax,example,source_file,lexer_status,parser_status,ast_node,ast_contract_status,semantic_status,type_binding_status,layout_status,hir_status,mir_opcode,mir_status,mir_verify_status,mir_json_status,ast_interpreter_status,mir_interpreter_status,x64_ast_status,x64_mir_status,x86_status,js_transpiler_status,wasm_wat_status,browser_runtime_status,library_binding_status,vscode_evidence_status,test_status,doc_status,final_decision,required_action,owner
UXB-SURFACE-092,IS,control_flow,basic_statement,IS,IS,src/parser/parser/parser_expr.fbs,IMPLEMENTED,IMPLEMENTED,IS_STMT,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MIR_IS,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,WASM_UNSUPPORTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-093,LOOP,control_flow,basic_statement,LOOP,LOOP,src/parser/parser/parser_expr.fbs,IMPLEMENTED,IMPLEMENTED,LOOP_STMT,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,MIR_LOOP,IMPLEMENTED,MISSING,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-094,NEXT,control_flow,basic_statement,NEXT,NEXT,src/parser/parser/parser_expr.fbs,IMPLEMENTED,IMPLEMENTED,NEXT_STMT,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MIR_NEXT,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-095,RETURN,control_flow,basic_statement,RETURN,RETURN,src/parser/parser/parser_expr.fbs,IMPLEMENTED,IMPLEMENTED,RETURN_STMT,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MIR_RETURN,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-096,SELECT,control_flow,basic_statement,SELECT,SELECT,src/parser/parser/parser_expr.fbs,IMPLEMENTED,IMPLEMENTED,SELECT_STMT,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MIR_SELECT,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,WASM_UNSUPPORTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-097,STEP,control_flow,basic_statement,STEP,STEP,src/parser/parser/parser_stmt_flow.fbs,IMPLEMENTED,IMPLEMENTED,STEP_STMT,IMPLEMENTED,IMPLEMENTED,MISSING,MISSING,IMPLEMENTED,MIR_STEP,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-098,THEN,control_flow,basic_statement,THEN,THEN,src/parser/parser/parser_expr.fbs,IMPLEMENTED,IMPLEMENTED,THEN_STMT,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MIR_THEN,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-099,TO,control_flow,basic_statement,TO,TO,src/parser/parser/parser_expr.fbs,IMPLEMENTED,IMPLEMENTED,TO_STMT,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MIR_TO,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-100,UNTIL,control_flow,basic_statement,UNTIL,UNTIL,src/parser/parser/parser_stmt_flow.fbs,IMPLEMENTED,IMPLEMENTED,UNTIL_STMT,MISSING,MISSING,MISSING,MISSING,MISSING,N/A,MISSING,MISSING,MISSING,IMPLEMENTED,MISSING,IMPLEMENTED,MISSING,MISSING,IMPLEMENTED,MISSING,IMPLEMENTED,MISSING,MISSING,IMPLEMENTED,IMPLEMENTED,BROKEN,ADD_AST_CONTRACT,codex-step1
UXB-SURFACE-101,WHILE,control_flow,basic_statement,WHILE,WHILE,src/parser/parser/parser_expr.fbs,IMPLEMENTED,IMPLEMENTED,WHILE_STMT,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,MIR_WHILE,IMPLEMENTED,MISSING,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-102,AS,declaration,basic_statement,AS,AS,src/parser/parser/parser_expr.fbs,IMPLEMENTED,IMPLEMENTED,AS_STMT,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MIR_AS,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-103,CONST,declaration,basic_statement,CONST,CONST,src/parser/parser/parser_stmt_decl_class_method.fbs,IMPLEMENTED,IMPLEMENTED,CONST_STMT,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MIR_CONST,IMPLEMENTED,MISSING,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,WASM_UNSUPPORTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-104,DEFBYT,declaration,basic_statement,DEFBYT,DEFBYT,src/parser/parser/parser_stmt_registry.fbs,IMPLEMENTED,IMPLEMENTED,DEFBYT_STMT,MISSING,MISSING,MISSING,MISSING,MISSING,N/A,MISSING,MISSING,MISSING,IMPLEMENTED,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,MISSING,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-105,DEFDBL,declaration,basic_statement,DEFDBL,DEFDBL,src/parser/parser/parser_stmt_registry.fbs,IMPLEMENTED,IMPLEMENTED,DEFDBL_STMT,MISSING,MISSING,MISSING,MISSING,MISSING,N/A,MISSING,MISSING,MISSING,IMPLEMENTED,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,MISSING,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-106,DEFEXT,declaration,basic_statement,DEFEXT,DEFEXT,src/parser/parser/parser_stmt_registry.fbs,IMPLEMENTED,IMPLEMENTED,DEFEXT_STMT,MISSING,MISSING,MISSING,MISSING,MISSING,N/A,MISSING,MISSING,MISSING,IMPLEMENTED,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,MISSING,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-107,DEFINT,declaration,basic_statement,DEFINT,DEFINT,src/parser/parser/parser_stmt_registry.fbs,IMPLEMENTED,IMPLEMENTED,DEFINT_STMT,MISSING,MISSING,MISSING,MISSING,MISSING,N/A,MISSING,MISSING,MISSING,IMPLEMENTED,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,MISSING,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-108,DEFLNG,declaration,basic_statement,DEFLNG,DEFLNG,src/parser/parser/parser_stmt_registry.fbs,IMPLEMENTED,IMPLEMENTED,DEFLNG_STMT,MISSING,MISSING,MISSING,MISSING,MISSING,N/A,MISSING,MISSING,MISSING,IMPLEMENTED,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,MISSING,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-109,DEFSNG,declaration,basic_statement,DEFSNG,DEFSNG,src/parser/parser/parser_stmt_registry.fbs,IMPLEMENTED,IMPLEMENTED,DEFSNG_STMT,MISSING,MISSING,MISSING,MISSING,MISSING,N/A,MISSING,MISSING,MISSING,IMPLEMENTED,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,MISSING,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-110,DEFSTR,declaration,basic_statement,DEFSTR,DEFSTR,src/parser/parser/parser_stmt_registry.fbs,IMPLEMENTED,IMPLEMENTED,DEFSTR_STMT,MISSING,MISSING,MISSING,MISSING,MISSING,N/A,MISSING,MISSING,MISSING,IMPLEMENTED,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,MISSING,IMPLEMENTED,IMPLEMENTED,COMPILE_TIME_ONLY,KEEP_COMPILE_TIME_CONTRACT,codex-step1
UXB-SURFACE-111,DIM,declaration,basic_statement,DIM,DIM x AS I32,src/parser/parser/parser_expr.fbs,IMPLEMENTED,IMPLEMENTED,DIM_STMT,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MIR_DIM,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-112,REDIM,declaration,basic_statement,REDIM,REDIM,src/parser/parser/parser_shared.fbs,IMPLEMENTED,IMPLEMENTED,REDIM_STMT,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MIR_REDIM,IMPLEMENTED,MISSING,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-113,ASSERT,diagnostic_flow,basic_statement,ASSERT,ASSERT,src/parser/parser/parser_stmt_flow.fbs,IMPLEMENTED,IMPLEMENTED,ASSERT_STMT,IMPLEMENTED,IMPLEMENTED,MISSING,MISSING,MISSING,MIR_ASSERT,IMPLEMENTED,MISSING,MISSING,IMPLEMENTED,IMPLEMENTED,MISSING,MISSING,MISSING,IMPLEMENTED,WASM_UNSUPPORTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-114,CATCH,diagnostic_flow,basic_statement,CATCH,CATCH,src/parser/parser/parser_stmt_flow.fbs,IMPLEMENTED,IMPLEMENTED,CATCH_STMT,IMPLEMENTED,IMPLEMENTED,MISSING,MISSING,MISSING,N/A,MISSING,MISSING,MISSING,IMPLEMENTED,MISSING,MISSING,MISSING,MISSING,IMPLEMENTED,WASM_UNSUPPORTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-115,FINALLY,diagnostic_flow,basic_statement,FINALLY,FINALLY,src/parser/parser/parser_stmt_flow.fbs,IMPLEMENTED,IMPLEMENTED,FINALLY_STMT,IMPLEMENTED,IMPLEMENTED,MISSING,MISSING,MISSING,N/A,MISSING,MISSING,MISSING,IMPLEMENTED,MISSING,MISSING,MISSING,MISSING,IMPLEMENTED,WASM_UNSUPPORTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-116,THROW,diagnostic_flow,basic_statement,THROW,THROW,src/parser/parser/parser_stmt_flow.fbs,IMPLEMENTED,IMPLEMENTED,THROW_STMT,IMPLEMENTED,IMPLEMENTED,MISSING,MISSING,MISSING,MIR_THROW,IMPLEMENTED,MISSING,MISSING,IMPLEMENTED,IMPLEMENTED,MISSING,MISSING,MISSING,IMPLEMENTED,WASM_UNSUPPORTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-117,TRY,diagnostic_flow,basic_statement,TRY,TRY,src/parser/parser/parser_stmt_flow.fbs,IMPLEMENTED,IMPLEMENTED,TRY_STMT,IMPLEMENTED,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,MIR_TRY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,WASM_UNSUPPORTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
UXB-SURFACE-118,.ast.json,file_type,file_extension,.ast.json,program.ast.json,docs/matrix/UXB_EXTENSION_FILE_TYPES.md,NOT_APPLICABLE,NOT_APPLICABLE,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,IMPLEMENTED,COMPILE_TIME_ONLY,TRACK_FILE_TYPE_CONTRACT,codex-step1
UXB-SURFACE-119,.bas,file_type,file_extension,.bas,program.bas,docs/matrix/UXB_EXTENSION_FILE_TYPES.md,NOT_APPLICABLE,COMPILE_TIME_ONLY,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,IMPLEMENTED,COMPILE_TIME_ONLY,TRACK_FILE_TYPE_CONTRACT,codex-step1
UXB-SURFACE-120,.bi,file_type,file_extension,.bi,program.bi,docs/matrix/UXB_EXTENSION_FILE_TYPES.md,NOT_APPLICABLE,NOT_APPLICABLE,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,IMPLEMENTED,COMPILE_TIME_ONLY,TRACK_FILE_TYPE_CONTRACT,codex-step1
UXB-SURFACE-121,.h,file_type,file_extension,.h,program.h,docs/matrix/UXB_EXTENSION_FILE_TYPES.md,NOT_APPLICABLE,NOT_APPLICABLE,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,IMPLEMENTED,COMPILE_TIME_ONLY,TRACK_FILE_TYPE_CONTRACT,codex-step1
UXB-SURFACE-122,.hx,file_type,file_extension,.hx,program.hx,docs/matrix/UXB_EXTENSION_FILE_TYPES.md,NOT_APPLICABLE,NOT_APPLICABLE,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,IMPLEMENTED,COMPILE_TIME_ONLY,TRACK_FILE_TYPE_CONTRACT,codex-step1
UXB-SURFACE-123,.js,file_type,file_extension,.js,program.js,docs/matrix/UXB_EXTENSION_FILE_TYPES.md,NOT_APPLICABLE,NOT_APPLICABLE,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,IMPLEMENTED,COMPILE_TIME_ONLY,TRACK_FILE_TYPE_CONTRACT,codex-step1
UXB-SURFACE-124,.json,file_type,file_extension,.json,program.json,docs/matrix/UXB_EXTENSION_FILE_TYPES.md,NOT_APPLICABLE,NOT_APPLICABLE,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,IMPLEMENTED,COMPILE_TIME_ONLY,TRACK_FILE_TYPE_CONTRACT,codex-step1
UXB-SURFACE-125,.mir.json,file_type,file_extension,.mir.json,program.mir.json,docs/matrix/UXB_EXTENSION_FILE_TYPES.md,NOT_APPLICABLE,NOT_APPLICABLE,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,IMPLEMENTED,COMPILE_TIME_ONLY,TRACK_FILE_TYPE_CONTRACT,codex-step1
UXB-SURFACE-126,.uxb,file_type,file_extension,.uxb,program.uxb,docs/matrix/UXB_EXTENSION_FILE_TYPES.md,NOT_APPLICABLE,COMPILE_TIME_ONLY,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,IMPLEMENTED,COMPILE_TIME_ONLY,TRACK_FILE_TYPE_CONTRACT,codex-step1
UXB-SURFACE-127,.uxbasic,file_type,file_extension,.uxbasic,program.uxbasic,docs/matrix/UXB_EXTENSION_FILE_TYPES.md,NOT_APPLICABLE,COMPILE_TIME_ONLY,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,IMPLEMENTED,COMPILE_TIME_ONLY,TRACK_FILE_TYPE_CONTRACT,codex-step1
UXB-SURFACE-128,.uxm,file_type,file_extension,.uxm,program.uxm,docs/matrix/UXB_EXTENSION_FILE_TYPES.md,NOT_APPLICABLE,NOT_APPLICABLE,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,IMPLEMENTED,COMPILE_TIME_ONLY,TRACK_FILE_TYPE_CONTRACT,codex-step1
UXB-SURFACE-129,.uxmh,file_type,file_extension,.uxmh,program.uxmh,docs/matrix/UXB_EXTENSION_FILE_TYPES.md,NOT_APPLICABLE,COMPILE_TIME_ONLY,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,IMPLEMENTED,COMPILE_TIME_ONLY,TRACK_FILE_TYPE_CONTRACT,codex-step1
UXB-SURFACE-130,.wasm,file_type,file_extension,.wasm,program.wasm,docs/matrix/UXB_EXTENSION_FILE_TYPES.md,NOT_APPLICABLE,NOT_APPLICABLE,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,IMPLEMENTED,COMPILE_TIME_ONLY,TRACK_FILE_TYPE_CONTRACT,codex-step1
UXB-SURFACE-131,.wat,file_type,file_extension,.wat,program.wat,docs/matrix/UXB_EXTENSION_FILE_TYPES.md,NOT_APPLICABLE,NOT_APPLICABLE,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,N/A,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,IMPLEMENTED,COMPILE_TIME_ONLY,TRACK_FILE_TYPE_CONTRACT,codex-step1
UXB-SURFACE-132,CLOSE,io,basic_statement,CLOSE,CLOSE,src/parser/parser/parser_stmt_io.fbs,IMPLEMENTED,IMPLEMENTED,CLOSE_STMT,IMPLEMENTED,MISSING,MISSING,MISSING,IMPLEMENTED,MIR_CLOSE,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,RUNTIME_CALL,IMPLEMENTED,MISSING,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,KEEP_GATE_COVERAGE,codex-step1
